Index,Product_Registration,File_Path,File_Name,DLP_File_Date_UTC,Time_Zone_Offset,Number_Recordings,File_Hours,ClientGroup_Name,ClientGroup_ID,Child_ChildKey,Child_ChildID,Child_DOB,Child_Age,Child_Gender,Child_EnrollDate,DLP,ITS_Version,AWC,Turn_Count,Child_Voc_Count,FAN_Word_Count,MAN_Word_Count,SIL,Recording_Index,Elapsed_Time,Clock_Time_TZAdj,Audio_Duration
11,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,27.00,2.00,6.00,15.24,11.90,26.90,1.00,2715.00,03/20/2021 13:25:00,300.00
12,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,228.00,0.00,0.00,227.88,0.00,35.44,1.00,3015.00,03/20/2021 13:30:00,300.00
13,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,94.00,3.00,16.00,94.30,0.00,100.50,1.00,3315.00,03/20/2021 13:35:00,300.00
14,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,49.00,3.00,8.00,41.82,6.41,64.46,1.00,3615.00,03/20/2021 13:40:00,300.00
15,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,53.00,0.00,1.00,48.75,4.50,90.56,1.00,3915.00,03/20/2021 13:45:00,300.00
16,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,154.00,1.00,1.00,149.67,4.13,102.59,1.00,4215.00,03/20/2021 13:50:00,300.00
17,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,76.00,0.00,1.00,66.48,9.85,84.97,1.00,4515.00,03/20/2021 13:55:00,300.00
18,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,109.00,1.00,6.00,101.94,6.78,50.46,1.00,4815.00,03/20/2021 14:00:00,300.00
19,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,113.00,1.00,21.00,113.57,0.00,78.48,1.00,5115.00,03/20/2021 14:05:00,300.00
20,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,94.00,1.00,21.00,88.51,4.82,45.91,1.00,5415.00,03/20/2021 14:10:00,300.00
21,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,205.00,2.00,3.00,171.25,33.74,41.02,1.00,5715.00,03/20/2021 14:15:00,300.00
22,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,80.00,4.00,8.00,73.87,6.57,37.42,1.00,6015.00,03/20/2021 14:20:00,300.00
23,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,186.00,9.00,12.00,186.04,0.00,0.00,1.00,6315.00,03/20/2021 14:25:00,300.00
24,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,103.00,1.00,4.00,99.72,3.28,33.21,1.00,6615.00,03/20/2021 14:30:00,300.00
25,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,94.00,2.00,3.00,70.88,23.34,49.50,1.00,6915.00,03/20/2021 14:35:00,300.00
26,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,62.00,0.00,9.00,61.63,0.00,37.71,1.00,7215.00,03/20/2021 14:40:00,300.00
27,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,66.00,1.00,5.00,24.19,42.38,17.83,1.00,7515.00,03/20/2021 14:45:00,300.00
28,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,104.00,0.00,3.00,95.15,8.38,58.87,1.00,7815.00,03/20/2021 14:50:00,300.00
29,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,53.00,1.00,1.00,44.23,8.54,38.82,1.00,8115.00,03/20/2021 14:55:00,300.00
30,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,137.00,0.00,11.00,67.98,69.59,52.95,1.00,8415.00,03/20/2021 15:00:00,300.00
31,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,203.00,0.00,0.00,82.18,120.47,22.21,1.00,8715.00,03/20/2021 15:05:00,300.00
32,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,208.00,0.00,0.00,155.51,52.34,100.23,1.00,9015.00,03/20/2021 15:10:00,300.00
33,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,207.00,2.00,2.00,207.32,0.00,146.13,1.00,9315.00,03/20/2021 15:15:00,300.00
34,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,224.00,1.00,1.00,209.09,15.22,126.52,1.00,9615.00,03/20/2021 15:20:00,300.00
35,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,283.00,6.00,7.00,280.45,1.61,51.95,1.00,9915.00,03/20/2021 15:25:00,300.00
36,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,102.00,6.00,11.00,102.41,0.00,8.43,1.00,10215.00,03/20/2021 15:30:00,300.00
37,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,142.00,1.00,3.00,102.11,39.73,37.33,1.00,10515.00,03/20/2021 15:35:00,300.00
38,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,136.00,0.00,1.00,136.05,0.00,32.19,1.00,10815.00,03/20/2021 15:40:00,300.00
39,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,69.00,4.00,14.00,37.97,30.72,24.76,1.00,11115.00,03/20/2021 15:45:00,300.00
40,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,261.00,4.00,17.00,170.49,90.55,38.01,1.00,11415.00,03/20/2021 15:50:00,300.00
41,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,509.00,4.00,4.00,108.61,401.20,9.76,1.00,11715.00,03/20/2021 15:55:00,300.00
42,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,401.00,1.00,4.00,177.68,222.83,12.04,1.00,12015.00,03/20/2021 16:00:00,300.00
43,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,159.00,0.00,0.00,94.44,64.40,94.88,1.00,12315.00,03/20/2021 16:05:00,300.00
44,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,204.00,2.00,7.00,105.78,98.48,29.32,1.00,12615.00,03/20/2021 16:10:00,300.00
45,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,240.00,3.00,6.00,207.78,32.71,51.18,1.00,12915.00,03/20/2021 16:15:00,300.00
46,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,142.00,2.00,3.00,98.83,42.45,56.70,1.00,13215.00,03/20/2021 16:20:00,300.00
47,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,33.00,0.00,0.00,25.00,8.47,32.62,1.00,13515.00,03/20/2021 16:25:00,300.00
48,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,345.00,2.00,4.00,215.57,129.71,36.69,1.00,13815.00,03/20/2021 16:30:00,300.00
49,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,632.00,10.00,10.00,328.87,302.45,11.79,1.00,14115.00,03/20/2021 16:35:00,300.00
50,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,120.00,5.00,16.00,105.66,14.91,51.49,1.00,14415.00,03/20/2021 16:40:00,300.00
51,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,71.00,5.00,47.00,55.44,15.34,15.41,1.00,14715.00,03/20/2021 16:45:00,300.00
52,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,108.00,9.00,41.00,56.84,51.45,0.00,1.00,15015.00,03/20/2021 16:50:00,300.00
53,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,126.00,0.00,5.00,54.69,70.36,12.76,1.00,15315.00,03/20/2021 16:55:00,300.00
54,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,90.00,3.00,10.00,32.23,58.69,9.82,1.00,15615.00,03/20/2021 17:00:00,300.00
55,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,181.00,1.00,3.00,147.08,33.26,8.88,1.00,15915.00,03/20/2021 17:05:00,300.00
56,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,218.00,0.00,0.00,69.89,148.81,5.26,1.00,16215.00,03/20/2021 17:10:00,300.00
57,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,165.00,0.00,0.00,114.16,50.41,3.66,1.00,16515.00,03/20/2021 17:15:00,300.00
58,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,109.00,0.00,2.00,64.20,45.09,0.80,1.00,16815.00,03/20/2021 17:20:00,300.00
59,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,214.00,3.00,5.00,159.30,54.52,0.00,1.00,17115.00,03/20/2021 17:25:00,300.00
60,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,70.00,2.00,19.00,31.90,37.48,54.88,1.00,17415.00,03/20/2021 17:30:00,300.00
61,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,259.00,0.00,0.00,72.26,186.74,5.67,1.00,17715.00,03/20/2021 17:35:00,300.00
62,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,216.00,6.00,9.00,167.70,48.31,17.49,1.00,18015.00,03/20/2021 17:40:00,300.00
63,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,34.00,1.00,1.00,30.22,4.15,54.45,1.00,18315.00,03/20/2021 17:45:00,300.00
64,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,55.00,1.00,3.00,55.22,0.00,201.37,1.00,18615.00,03/20/2021 17:50:00,300.00
65,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,409.00,2.00,5.00,364.04,44.98,54.76,1.00,18915.00,03/20/2021 17:55:00,300.00
66,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,528.00,11.00,14.00,395.03,133.05,52.78,1.00,19215.00,03/20/2021 18:00:00,300.00
67,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,651.00,5.00,6.00,585.44,64.98,37.62,1.00,19515.00,03/20/2021 18:05:00,300.00
68,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,458.00,3.00,4.00,380.34,77.73,70.85,1.00,19815.00,03/20/2021 18:10:00,300.00
69,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,151.00,0.00,3.00,151.16,0.00,63.58,1.00,20115.00,03/20/2021 18:15:00,300.00
70,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,215.00,3.00,5.00,165.62,49.65,66.66,1.00,20415.00,03/20/2021 18:20:00,300.00
71,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,426.00,0.00,0.00,394.36,31.20,91.31,1.00,20715.00,03/20/2021 18:25:00,300.00
72,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,81.00,0.00,1.00,81.05,0.00,71.58,1.00,21015.00,03/20/2021 18:30:00,300.00
73,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21315.00,03/20/2021 18:35:00,300.00
74,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21615.00,03/20/2021 18:40:00,300.00
75,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21915.00,03/20/2021 18:45:00,300.00
76,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,22215.00,03/20/2021 18:50:00,300.00
77,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,22515.00,03/20/2021 18:55:00,300.00
78,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,22815.00,03/20/2021 19:00:00,300.00
79,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,23115.00,03/20/2021 19:05:00,300.00
80,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,23415.00,03/20/2021 19:10:00,300.00
81,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,23715.00,03/20/2021 19:15:00,300.00
82,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,24015.00,03/20/2021 19:20:00,300.00
83,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,24315.00,03/20/2021 19:25:00,300.00
84,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,24615.00,03/20/2021 19:30:00,300.00
85,N/A,C:\Users\salov\Desktop,20210321_192524_029763.its,2021-03-20 11:39:45,-1,1,16.00,N/A,N/A,LMV2.6.19b.20201007204127.51526,N/A,2020-03-08,12,F,N/A,29763,5.0.1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,24915.00,03/20/2021 19:35:00,300.00
